SIR	Spline
1.55508920013057	1.30560447340164
1.68575740738936	1.37891596877064
1.30220483341976	0.926789354328446
1.34496382968163	0.900949699191344
1.12278628544368	0.979553474211625
1.85267970243116	1.02445952240534
1.34517941057543	1.48379531997379
1.06208743211689	0.941149728947627
4.76216906939676	1.06308254936306
1.40878464285695	1.01236533002854
0.980448872049535	0.879867301128752
1.41475137542545	1.02460605942494
1.07114506091006	0.965632071532383
2.05483241198039	1.60557771949717
1.81074784409832	1.48943801204871
1.22785186306591	0.912212236888435
1.51299825294622	1.06883382056586
2.14971827862815	1.4708812740015
1.726280364939	1.42269837432404
1.05933172432003	0.943564715146468
1.01395594896807	0.921884974824228
1.764576106329	1.45930844845205
1.66993635303691	1.41417169940091
1.11701238973706	0.984396354370724
1.31509671203366	0.897148291091923
1.66525277704543	1.41979614184398
1.17982899292094	0.890231248780484
1.88293522495746	1.38779612764125
1.83476025072959	1.54936819241271
1.75397157596752	1.4209392901088
0.78316095561366	0.857411844958704
0.941519193211255	0.861648352308399
1.71244024241539	1.47326587494944
2.13884842746905	1.41741607123148
0.800409197504796	0.817003301144502
1.72742697370725	1.46981697024409
1.09460037703354	0.817330116768576
1.72300324699853	1.4445693024353
1.94392331721921	1.42975145313975
1.27658819743225	0.890476366087467
5.84653739213468	1.56001980182665
1.68611252318426	1.39729767023122
1.28192277966657	0.88146968621335
1.07355048189168	0.728129304206151
1.61199726041253	1.33661281489372
1.72082206195546	1.46813461884512
0.995695452890901	1.00092209391375
2.71550276130617	1.50080181162946
3.25181700525105	1.44329827604659
1.67524062491426	1.46504721378217
1.93504489177682	1.44957908538947
2.18688607573237	1.02794698022116
2.54726241156759	1.4622342702639
1.67024750440851	1.4372861360671
1.98850543571215	1.55639767422215
1.86318597010627	1.37554876033155
6.56102778258444	1.55266513436507
4.63322586626092	1.51496135561471
4.80204858276937	1.50751676247101
1.12052623790373	0.742077151975327
1.71869092401229	1.45625782551819
0.981517363336547	1.17589275267343
1.30293093951961	1.2319928839873
1.69460888711307	1.38613228896905
0.845237321230644	1.58694822774135
1.8841059382685	1.41632789187029
6.33794898647772	1.50712118137565
0.876211247582531	1.74525769857498
1.57992751376178	1.44915508577737
0.975332660500666	1.04014698798978
1.56802215663275	1.3858510372428
2.65231710952048	1.46899317489394
2.64284536142886	1.4672179022244
5.41315848199636	1.45726387664606
